documento_idno,archivo_idno,archivo_nombre,archivo_nombre_abreviado,archivo_ubicacion_lugar_id,fondo,subfondo,serie,subserie,tipo_udc,unidad_documental_compuesta,tipo_documento,sigla_documento,resumen,deteriorado,fecha_inicial,fecha_inicial_raw,fecha_inicial_aproximada,fecha_final,fecha_final_raw,fecha_final_aproximada,folio_inicial,folio_final,evento_valor_sp,evento_forma_de_pago,evento_total,notas
mx-sv-doc-002984,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,13,Carta de compra/venta,,"Dominga, negra criolla de 30 años, fue vendida en Guadalajara por 350 pesos",False,1666-01-01,1666,False,1666-01-01,1666,False,127v,128r,350,Pesos de oro común,350,
mx-sv-doc-002983,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,13,Carta de compra/venta,,"Manuel, mulato de 19 años, fue vendido en Guadalajara por 425 pesos",False,1666-01-01,1666,False,1666-01-01,1666,False,100v,101r,425,Pesos de oro común,425,
mx-sv-doc-002982,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,13,Carta de compra/venta,,"Pedro, negro criollo de 17 años, fue vendido en Guadalajara por 340 pesos",False,1666-01-01,1666,False,1666-01-01,1666,False,100r,100v,340,Pesos de oro común,340,
mx-sv-doc-002979,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,Volumen 1,Legajo 3,exp,4,Carta de compra/venta,"AGN, Jesuitas, v.1, leg.3, Expediente 4, f. 14r.- 15r.","Gaspar y Domingo, angolas,18 años; María, Isabel, Madalena y Margarita, negras angolas, 18 años; y Lucrecia, angola, 13 años,fueron vendidos por el Capitán Baltassar Rebello de Aragón a Joan Rodríguez de Albarado y a Gaspar de Acosta Vergara, por un total de 2 400 pesos de oro común.",False,1610-05-30,30-05-1610,,1610-05-30,30-05-1610,,14r.,15r.,2 400 pesos de oro común,contado,2 400 pesos de oro común,"""...bozales recién venidas de Guinea..."""
mx-sv-doc-002980,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,v.1,leg.3,exp,4,Carta de compra/venta,"AGN, Jesuitas, v.1, leg.3, exp. 4, f.15v.","Lucresia, negra, muchacha,comprada por Juan Rodríguez de Alvarado por cuenta de Hernando Calderon, vecino de la ciudad de Guadalajara",False,1618-07-30,30-07-1618,,1618-07-30,30-07-1618,,15v.,,300,,,"""...la compró en la ciudad de México como de ella parece de cuenta de Hernando Calderón ..."" ""...y con su dinero y por su rriesgo se la ha traydo a esta ciudad, entregadosela y por título de ella esta escritura y declaración"""
mx-sv-doc-002978,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"María, mulata de 16 años, fue vendida en Guadalajara por 300 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,395r,395v,300,Pesos de oro común,300,
mx-sv-doc-002977,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Andrés, mulato de 15 años, fue vendido en Guadalajara por 300 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,364r,364v,300,Pesos de oro común,300,
mx-sv-doc-002976,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Pascuala, negra criolla de 26 años, fue vendida en Guadalajara por 400 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,340r,340v,400,Pesos de oro común,400,
mx-sv-doc-002975,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Tomasa de Rivera, mulata de 25 años, fue vendida en Guadalajara por 400 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,287v,288r,400,Pesos de oro común,400,
mx-sv-doc-002974,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Diego, mulato de 21 años, fue vendido en Guadalajara por 450 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,274v,275r,450,Pesos de oro común,450,
mx-sv-doc-002973,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"José, negro criollo de 11 años, fue vendido en Guadalajara por 288 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,265r,265v,288,Pesos de oro común,288,
mx-sv-doc-002972,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Juan Agustín, negro criollo, fue vendido en Guadalajara por 420 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,250v,251v,420,Pesos de oro común,420,
mx-sv-doc-002971,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Nicolás de la Cruz, cafre de Filipinas, de 22 años, fue vendido en Guadalajara por 500 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,233r,234r,500,Pesos de oro común,500,
mx-sv-doc-002970,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"José, mulato blanco de 22 años, fue vendido en Guadalajara por 350 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,227r,228r,350,Pesos de oro común,350,
mx-sv-doc-002969,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Nicolás, mulato de 21 años, fue vendido en Guadalajara por 500 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,226r,226v,500,Pesos de oro común,500,
mx-sv-doc-002968,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Tomasa, mulata de 22 años, fue vendida en Guadalajara por 370 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,224r,224v,370,Pesos de oro común,370,
mx-sv-doc-002967,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Bernabé, negro criollo de 13 años, fue vendido en Guadalajara por 200 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,223v,,200,Pesos de oro común,200,
mx-sv-doc-002966,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Antonia de la Cruz, mulata de 36 años, fue vendida en Guadalajara por 370 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,222v,223r,370,Pesos de oro común,370,
mx-sv-doc-002965,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Lázaro y Blas, mulatos de 18 y 25 años, fueron vendidos en Guadalajara por 400 pesos cada uno",False,1665-01-01,1665,False,1665-01-01,1665,False,1r,2v,800/2,Pesos de oro común,800,
mx-sv-doc-002964,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Diego de los Reyes, negro, fue vendido en Guadalajara por 410 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,152r,152v,410,Pesos de oro común,410,
mx-sv-doc-002963,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"José, mulato blanco de 22 años, fue vendido en Guadalajara por 350 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,132r,133v,350,Pesos de oro común,350,
mx-sv-doc-002962,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"Diego, negro criollo de 14 años, fue vendido en Guadalajara por 300 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,112v,,300,Pesos de oro común,300,
mx-sv-doc-002961,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"María de Jesús, mulata de 30 años, fue vendida en Guadalajara junto con su hijo Cosme Damián por 480 pesos en total",False,1665-01-01,1665,False,1665-01-01,1665,False,111r,112r,480/2,Pesos de oro común,480,
mx-sv-doc-002960,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,12,Carta de compra/venta,,"María, mulata de 20 años, herrada en el rostro, fue vendida en Guadalajara por 350 pesos",False,1665-01-01,1665,False,1665-01-01,1665,False,101r,101v,350,Pesos de oro común,350,
mx-sv-doc-000579,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,Volúmen I,Legajo 3,exp,3,Carta de compra/venta,"AGN, Jesuitas, v.I, leg.3, exp. 3, fs.10r.-11r.","Gaspar, negro de tierra de la mina de Portugal, de 16 años de edad es vendido por Antonio de Loza, mercader y vecino de la ciudad de México a Antonio de Venavides, mercader.",False,1611-12-20,20-12-1611,,1611-12-20,20-12-1611,,10r,11r,"370 ""me ha de pagar en reales""",,,
mx-sv-doc-002950,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,Voumen 1,Legajo 3,exp,1,Carta de compra/venta,"AGN,Jesuitas,v.1, leg.3, exp.1, fs.3-4","Luisa, negra, preñada, es vendida por Juana González, viuda de Diego de Ayllon, difunto, vecino y minero de las minas de Yzatlán [Etzatlán] a Francisco de Ayllon, su hijo, por 600 pesos de oro común",False,1602-02-19,19-02-1602,,1602-02-19,19-02-1602,,3,4,600,plata,,"Luisa ""preñada"""
mx-sv-doc-002954,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,volumen 1,Legajo 3,exp,2,Carta de compra/venta,"AGN, Jesuitas, v.1, leg.3, exp.2, fs. 8v.-9r.","María, negra,tierra angola, 30 años, vendida por Antonio de Moreyra, vecino de San Luis Potosí, estante en las Minas de Nuestra Señora de la Nieves, al padre Francisco de Lorca, presbitéro, cura y vicario en las Minas de Nuestra Señora de las Nieves por 420 pesos de oro común en plata corriente.",False,1612-03-13,13-03-1612,,1612-03-13,13-03-1612,,8v.,9r.,420 pesos de oro común en plata corriente,contado,,
mx-sv-doc-002953,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,volumen 1,Legajo 3,exp,2,Carta de compra/venta,"AGN, Jesuitas, v.1, leg.3, exp.2, f.8","María, tierra Angola de 30 años y Felipa, tierra Angola de 14 años, negras, son vendidas por Juan de Alfaro Peraza, vecino de San Luis Potosí, a Antonio Moreyra, vecino de San Luis Potosí, por 705 pesos de oro común en reales.",False,1612-01-01,1612,,1612-01-01,1612,,8,,705 pesos de oro común en reales,contado,,Documento relacionado con el documento: mx-sv-doc-002952
mx-sv-doc-002952,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,volumen 1,legajo 3,exp,2,Poder,"AGN, Jesuitas, v.1, leg.3, exp.2, fs. 6r.-8r.","Andrés de Acosta, vecino de la ciudad de México, otorga carta poder a Juan de Alfaro Peraza y a Manuel del Valle, vecinos del pueblo y minas de San Luis Potosí, para que vendan a cualquier persona sus 32 esclavos negros que envía con García Montes de Bueno",False,1610-09-04,04-09-1610,,1610-09-04,04-09-1610,,6r.,8r.,,,,"""...[32] hembras y varones los cuales puedan vender y vendan al fiado o al contado"". En la carta se menciona que en una ocasión pasada Andrés de Acosta dio poder a Sebastián de Vargas, que residía en las minas de San Luis para vender ciertos esclavos que le enviaba.
Se dice que son negros bozales, ""recién venidos de sus tierras"" ""habidos de buena guerra y libres de empeño e hipóteca"""
mx-sv-doc-002949,mx-sv-doc-000008,Archivo General de la Nación,AGN,146,Instituciones Coloniales,Jesuitas,Volumen 1,Legajo 3,exp,1,Carta de compra/venta,"AGN, Jesuitas, v.1,leg.3, exp.1, fs.1-2v.","Luisa, negra, entre ladina, de tierra Cabo Verde, es vendida por 600 plata quintada a ley, por el Doctor Lorenzo López de Vergara, canónigo y provisor del obispado de Guadalajara del Nuevo Reino de Galicia a Diego de Ayllon, vecino y minero de las minas de Iztlán [Etzatlán]",False,1598-10-24,24-10-1598,,1598-10-24,24-10-1598,,1r,2v,600,pesos en plata quintada a ley,,
mx-sv-doc-002948,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Tomás de Orendain,,,vol,3,Carta de compra/venta,,"Antonio Velázquez, mulato de 22 años, fue vendido en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,88v,89v,400,Pesos de oro común,400,
mx-sv-doc-002947,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Tomás de Orendain,,,vol,3,Carta de compra/venta,,"Manuel, mulato de 26 años, fue vendido en Guadalajara por 450 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,88r,88v,450,Pesos de oro común,450,
mx-sv-doc-002946,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Tomás de Orendain,,,vol,3,Carta de compra/venta,,"Francisca de la Cruz, mulata de 42 años, fue vendida en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,84v,85v,400,Pesos de oro común,400,
mx-sv-doc-002945,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Tomás de Orendain,,,vol,3,Carta de compra/venta,,"María, negra criolla de 60 años, fue vendida en Guadalajara por 115 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,114r,114v,115,Pesos de oro común,115,
mx-sv-doc-002944,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"María de la Concepción, negra criolla de 30 años, fue vendida en Guadalajara por 380 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,89v,90r,380,Pesos de oro común,380,
mx-sv-doc-002943,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Antonio Gómez, mulato de 23 años, fue vendido en Guadalajara por 425 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,84r,85r,425,Pesos de oro común,425,
mx-sv-doc-002720,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,10,Carta de compra/venta,,"Juana, negra criolla de 20 años, fue vendida por 450 pesos en Guadalajara",False,1662-01-01,1662,,1662-01-01,1662,,275r,,450,Pesos de oro común,450,
mx-sv-doc-002942,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Juana, negra amulatada de 21 años, fue vendida en Guadalajara por 435 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,77v,78r,435,Pesos de oro común,435,
mx-sv-doc-002941,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Andrea, negra criolla de 31 años, fue vendida en Guadalajara por 480 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,41r,41v,480,Pesos de oro común,480,
mx-sv-doc-002940,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Luisa de Alvarado, mulata de 26 años, fue vendida en Guadalajara por 450 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,350v,351r,450,Pesos de oro común,450,
mx-sv-doc-002939,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,,,"José de la Cruz, mulato de 11 años, fue vendido en Guadalajara por 240 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,349v,350r,240,Pesos de oro común,240,
mx-sv-doc-002938,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Una mujer esclavizada, negra criolla de 22 años, anónima, fue vendida en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,342r,343r,400,Pesos de oro común,400,
mx-sv-doc-002937,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Cristóbal, negro criollo de 16 años, fue vendido en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,341r,342r,400,Pesos de oro común,400,
mx-sv-doc-002936,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Nicolás, chino de 34 años, fue vendido en Guadalajara por 300 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,340r,341r,300,Pesos de oro común,300,
mx-sv-doc-002935,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Salvador, mulato de 14 años, fue vendido en Guadalajara por 300 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,312r,312v,300,Pesos de oro común,300,
mx-sv-doc-002934,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Antonia de la Cruz, mulata de 36 años, fue vendida en Guadalajara por 370 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,311r,311v,370,Pesos de oro común,370,
mx-sv-doc-002933,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Andrea, negra criolla de 31 años, fue vendida en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,301r,301v,400,Pesos de oro común,400,
mx-sv-doc-002932,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"José, mulato de 9 años, fue vendido en Guadalajara por 120 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,282r,282v,120,Pesos de oro común,120,
mx-sv-doc-002931,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Manuel, negro criollo de 16 años, fue vendido en Guadalajara por 315 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,279v,280r,315,Pesos de oro común,315,
mx-sv-doc-002930,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"María, negra de 31 años, fue vendida en Guadalajara junto con sus 4 hijos por 1000 pesos en total",False,1664-01-01,1664,False,1664-01-01,1664,False,268v,269r,1000,pesos de oro común,1000,
mx-sv-doc-002929,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Francisco, mulato morisco blanco de 17 años, fue vendido en Guadalajara por 350 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,263v,264r,350,Pesos de oro común,350,
mx-sv-doc-002928,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Isabel, negra criolla de Durango, fue vendida en Guadalajara por 370 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,251v,252r,370,Pesos de oro común,370,
mx-sv-doc-002927,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Nicolás de la Cruz, mulato de 20 años, fue vendido en Guadalajara por 390 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,251r,251v,390,Pesos de oro común,390,
mx-sv-doc-002926,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,"Escribanos, Diego Pérez de Rivera,","Josefa, mulata de 19 años, fue vendida en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,237r,237v,400,Pesos de oro común,400,
mx-sv-doc-002925,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Ana, mulata de 37 años y su hija María de 1, fueron vendidas en Guadalajara por 500 pesos en total",False,1664-01-01,1664,False,1664-01-01,1664,False,234r,,500,Pesos de oro común,500,
mx-sv-doc-002924,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Francisca de la Cruz, mulata de 42 años, fue vendida en Guadalajara por 424 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,233r,234r,424,Pesos de oro común,424,
mx-sv-doc-002923,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Francisco Navarro, mulato de 16 años, fue vendido en Guadalajara por 300 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,232r,233r,300,Pesos de oro común,300,
mx-sv-doc-002922,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"Juan Navarro, mulato de 15 años, fue vendido en Guadalajara por 300 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,230r,232r,300,Pesos de oro común,300,
mx-sv-doc-002921,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"María, mulata de 19 años, fue vendida en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,224r,224v,400,Pesos de oro común,400,
mx-sv-doc-002920,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,"AIPJ, Diego Pérez de Rivera","Diego, mulato de 22 años, fue vendido en Guadalajara por 420 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,196v,197r,420,Pesos de oro común,420,
mx-sv-doc-002919,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,"AIPJ, Escribanos, Diego Pérez de Rivera","Catalina, negra criolla de 30 años, fue vendida en Guadalajara por 450 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,191r,191v,450,Pesos de oro común,450,
mx-sv-doc-002918,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,"AIPJ, Escribanos, Diego Pérez de Rivera","Lucas de la Cruz, mulato prieto de 23 años, fue vendido en Guadalajara por 400 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,188v,190r,400,Pesos de oro común,400,
mx-sv-doc-002917,mx-sv-doc-000007,Archivo de Instrumentos Públicos del Estado de Jalisco,AIPJ,86,Escribanos,Diego Pérez de Rivera,,,vol,11,Carta de compra/venta,,"María de la Cruz, negra criolla de 14 años fue vendida en Guadalajara por 350 pesos",False,1664-01-01,1664,False,1664-01-01,1664,False,137r,137v,350,Pesos de oro común,350,
mx-sv-doc-002916,mx-sv-doc-000001,Archivo Histórico de Notarías Oaxaca,AHNO,1,Protocolos Notoriales,Escrituras de Diego Benaias,,,lib,153,Carta de compra/venta,,"Juan Rodrigo, negro de 45 años fue vendido en Antequera por 200 pesos.",False,1700-06-30,30/06/1700,,1700-06-30,30/06/1700,,352,,200,pesos,,"El comprador del esclavizado era el Colegio de la Compañia de Jesus. Anteriormente, Manuel de Figueroa [...] compró a Juan Rodrigo por 300 pesos en Veracruz."
mx-sv-doc-002915,mx-sv-doc-000001,Archivo Histórico de Notarías Oaxaca,AHNO,1,protocolos Notoriales,escrituras de Diego Benaias,,,lib,153,Poder especial,,"Poder para vender a Pedro Luxan, mulato de 30 años en Antequera.",False,1700-06-09,09/06/1700,False,1700-06-09,09/06/1700,False,323,,,,,
mx-sv-doc-002914,mx-sv-doc-000001,Archivo Histórico de Notarías Oaxaca,AHNO,1,Protocolos Notoriales,Escrituras de Diego Benaias,,,lib,153,Poder especial,,"Poder para la entrega de Juan, negro de 28 años, después que se compró en Antequera por 400 pesos.",False,1700-01-25,25/01/1700,False,1700-01-25,25/01/1700,False,67v,,400,pesos,,Augustin Miguel anteriormente compró a Juan de don Fernando Nieto de Silva por 450 pesos.
mx-sv-doc-002913,mx-sv-doc-000001,Archivo Histórico de Notarías Oaxaca,AHNO,1,protocolos Notoriales,Escrituras de Diego Benaias,,,lib,153,Carta de libertad,,"Maria, mulata blanca de 20 años, obtuvo su libertad en Antequera con la ayuda de sus padres quienes pagaron 100 pesos por su libertad.",False,1700-11-16,16/11/1700,,1700-11-16,16/11/1700,,570r,,100,pesos,,Agustin de Palma y Messa anteriormente compró la esclavizada de Mariana de Bohorquez por 380 pesos.
mx-sv-doc-002912,mx-sv-doc-000001,Archivo Histórico de Notarías Oaxaca,AHNO,1,Protocolos Notoriales,Escrituras de Diego Benaias,,,lib,153,Carta de libertad,,"Josepha de la Rosa, mulata de 26 años, compró su libertad en Antequera por 360 pesos.",False,1700-01-17,17/01/1700,False,1700-01-17,17/01/1700,False,42r,,360,pesos,,
mx-sv-doc-002911,mx-sv-doc-000001,Archivo Histórico de Notarías Oaxaca,AHNO,1,Protocolos Notoriales,Escrituras de Diego Benaias,,,lib,153,Carta de compra/venta,,"Andrés Garcia, negro de 19 años, fue comprado en Antequera por 350 pesos.",False,1700-06-21,21/06/1700,,1700-06-21,21/06/1700,,337r,,350,pesos de oro comun,,"El dueño anterior, Juan de Arriola, compró a Andres Garcia con otro esclavizado llamado Antonio."
